label,believability,sentence_length_total,clause_count,avg_parse_depth,max_parse_depth,q1_type,q2_type,qc_type,p1_negations,p2_negations,c_negations,total_negations,lexical_overlap,entity_freq_p1,entity_freq_c,semantic_similarity,raw_text
1,1,31,0,5.0,5,3,1,3,1,0,1,2,0.2,7,5,0.8380056,It is true that some things that are trees are not oaks. Everything that is a tree is a plant. It follows that there are some plants that are not oaks.
0,1,24,0,4.0,5,3,1,1,0,0,0,0,0.1,6,5,0.8262795,There are some vehicles that are machines. Every single car is a vehicle. It is therefore the case that every car is a machine.
0,0,25,1,4.666666666666667,5,2,2,1,1,1,0,2,0.3333333333333333,4,4,0.636321,"Anything that is a liquid is not a solid. There is no water that is a liquid. Consequently, every drop of water is a solid."
1,0,23,1,3.6666666666666665,4,1,1,3,1,0,1,2,0.1111111111111111,7,3,0.83456165,"It is not true that any flower is a plant. All things that are roses are flowers. Thus, some roses are not plants."
1,0,32,1,4.666666666666667,5,3,1,3,0,0,0,0,0.25,8,7,0.75252545,"There are some creatures that are mythical that are centaurs. Every single one of the centaurs is a domesticated animal. Consequently, it is the case that some domesticated animals are mythical creatures."
1,1,21,1,4.0,4,2,3,2,1,0,1,2,0.5,6,3,0.74780643,"There are no vegetables that are apples. Among the apples, a few are red fruits. Not all red fruits are vegetables."
1,1,35,2,5.333333333333333,7,2,1,2,1,0,1,2,0.0,10,6,0.8051836,"There is nothing that is a canine which is also a feline. Every animal that is a dog is, by its very nature, a canine. It can be logically concluded that no dogs are felines."
1,1,34,0,5.333333333333333,7,2,3,1,1,0,1,2,0.36363636363636365,8,7,0.8078985,Every single human is not a fish. There are a few fish that are also creatures that live in water. It is the case that not all creatures that live in water are humans.
0,0,28,1,4.333333333333333,5,2,2,2,1,1,1,3,0.4444444444444444,6,7,0.7076832,"There are no animals that are rocks. It is also true that no cats are rocks. Therefore, it is argued that there are no cats which are animals."
1,1,25,1,4.333333333333333,5,1,3,3,0,0,0,0,0.18181818181818182,7,6,0.65492225,"It is the case that all actors are performers. There are some men who are actors. Therefore, we can derive that some men are performers."
0,0,21,1,4.0,4,3,2,3,0,1,0,1,0.3333333333333333,4,4,0.8123078,"There are some dogs that are cats. There are no cats that are reptiles. As a result, some reptiles are dogs."
1,1,28,0,4.333333333333333,5,1,2,3,0,0,0,0,0.3333333333333333,9,7,0.7969855,Every single country has a capital city. The entity known as France is a country. There is at least some part of France that has a capital city.
1,0,39,0,6.333333333333333,7,2,1,3,1,0,1,2,0.38461538461538464,10,8,0.80130625,The group of creatures that have eight legs does not intersect with the group of arachnids. All of the arachnids are spiders. It must be the case that a portion of spiders are not creatures that have eight legs.
1,1,28,1,5.0,5,2,3,3,1,0,0,1,0.0,7,6,0.73659277,"It is the case that no bird is a reptile. A portion of the penguin population are birds. Thus, some penguins are excluded from the group of reptiles."
0,0,25,1,4.0,5,1,2,2,0,1,1,2,0.18181818181818182,6,7,0.7973237,"Every single liquid is wet. It is known that no sand is a liquid. Consequently, there are no things made of sand which are wet."
0,0,33,0,5.0,6,2,1,1,1,0,0,1,0.06666666666666667,10,6,0.751592,There are no plants that can be called trees. It is also true that every plant is a type of vegetable. This has led to the conclusion that every vegetable is a tree.
1,1,33,2,5.0,5,2,3,3,1,0,1,2,0.0625,10,7,0.70438224,"Anything that is a table is not a tree. There are tables, and some of them can be identified as furniture. Based on this, a portion of furniture pieces must not be trees."
0,0,17,0,3.3333333333333335,4,1,1,3,0,0,0,0,0.16666666666666666,3,4,0.733459,Every mammal is an animal. Every fish is an animal. This suggests that some fish are mammals.
0,1,23,0,4.666666666666667,5,1,1,3,0,0,0,0,0.2857142857142857,5,4,0.7555383,Every single tree is a thing that is alive. Anything that is a plant is alive. At least one plant is a tree.
0,1,24,1,5.0,5,2,3,3,1,0,0,1,0.1111111111111111,5,5,0.70859116,"There is no square that is a circle. Some of the shapes are squares. Therefore, it is the case that some shapes are circles."
0,1,26,1,3.6666666666666665,4,1,3,3,0,1,1,2,0.18181818181818182,6,7,0.5844627,"It is true that every pen is an object. Some things are not pens. From this, it can be claimed that some things are not objects."
1,0,30,0,5.0,7,2,1,3,1,0,1,2,0.5454545454545454,11,6,0.68485695,There is no overlap between living things that can breathe oxygen and rocks. All things that are rocks are animals. Certain animals are not living things that can breathe oxygen.
1,0,28,0,4.666666666666667,5,2,3,3,1,0,1,2,0.3333333333333333,7,5,0.82750386,It is the case that no mammal is an animal. There are some dogs that are animals. It must be the case that some dogs are not mammals.
0,0,17,1,3.0,3,1,2,2,0,1,1,2,0.4,3,4,0.75023323,"Every triangle is a shape. No circle is a triangle. Therefore, no circle can be a shape."
0,1,18,0,3.3333333333333335,4,1,2,1,0,1,0,1,0.125,6,3,0.70154905,Every cat is a mammal. The set of dolphins contains no cats. Every single dolphin is a mammal.
0,0,25,0,4.333333333333333,6,1,3,1,0,0,0,0,0.09090909090909091,5,7,0.8322928,Every cat is an animal. There are a number of dogs that are animals. It follows from this that every single dog is a cat.
1,1,31,0,5.0,5,1,3,3,0,1,1,2,0.07142857142857142,11,4,0.7228056,Every single car is a type of vehicle with an engine. There exist some bicycles that do not have an engine. It is the case that some bicycles are not cars.
0,0,24,1,4.333333333333333,5,1,1,1,0,0,0,0,0.1111111111111111,6,4,0.78961104,"It is a fact that all cats are felines. Everything that is a feline is a mammal. Therefore, every single mammal is a cat."
0,1,22,0,4.0,5,1,3,3,0,0,1,1,0.125,7,2,0.70572215,Any creature that is a bird is an animal. A portion of animals are kept as pets. Some pets are not birds.
1,1,23,1,3.6666666666666665,4,1,1,1,0,0,0,0,0.18181818181818182,7,6,0.803204,"Every fruit is an object that contains seeds. Without exception, all apples are fruits. It can be concluded that every apple contains seeds."
1,1,24,0,4.0,5,2,1,3,1,0,1,2,0.2857142857142857,6,3,0.8676135,There are no moons that are also planets. Everything that is a planet is also a celestial body. Some celestial bodies are not moons.
1,1,29,0,5.333333333333333,6,2,3,3,1,0,1,2,0.07692307692307693,8,6,0.7452113,Nothing that is a fiction book is a biography. Some novels fall under the category of fiction books. This allows us to state that some novels are not biographies.
1,1,22,0,3.6666666666666665,5,2,1,3,1,0,1,2,0.5714285714285714,5,6,0.8944887,Mountains cannot be oceans. Every mountain named Everest is a mountain. It must be that some mountains named Everest are not oceans.
1,1,24,2,4.0,5,2,1,2,1,0,1,2,0.1,9,2,0.7483104,"There exist no machines that are also humans. Anything that can be called a student is, without exception, a human. No students are machines."
0,1,24,0,4.0,5,2,1,3,1,0,0,1,0.0,6,4,0.5403461,Not a single rock is an animal. Every single item which is a dog is a rock. This implies that some dogs are animals.
1,0,38,1,5.666666666666667,7,2,1,3,1,0,1,2,0.3076923076923077,8,9,0.8618729,"Anything that is a triangle is not a shape with three sides. Every single thing that is an equilateral triangle is a triangle. Therefore, it is the case that some equilateral triangles are not shapes with three sides."
0,0,30,1,4.333333333333333,5,2,2,3,1,1,0,2,0.2727272727272727,6,8,0.8235924,"It is the case that no computers are laptops. It is also true that no tables are computers. From these statements, it can be concluded that some tables are laptops."
1,0,22,0,3.6666666666666665,5,1,2,3,0,1,1,2,0.1,5,6,0.6937524,Every single star is a planet. No planets are suns. It is therefore a sound deduction that some suns are not stars.
0,0,26,0,5.0,6,1,1,1,0,0,0,0,0.125,5,4,0.72327274,Anything that is a human is a mortal. All things that are trees are mortals. This means that everything that is a tree is a human.
0,0,21,0,4.0,5,1,1,1,0,0,0,0,0.4,3,4,0.7607814,A smartphone is a tool. Everything that is a tool is a robot. This is why every robot is a smartphone.
1,0,20,2,3.6666666666666665,4,3,1,3,0,0,0,0,0.2222222222222222,7,4,0.7464124,"There are some planets which are roses. All roses are, in fact, flowers. It follows that some flowers are planets."
1,0,28,0,5.0,6,2,1,2,1,0,1,2,0.375,5,6,0.6104157,Nothing that is a vehicle is able to fly. Each and every airplane is a vehicle. It is therefore a fact that no airplane is able to fly.
1,1,27,0,4.666666666666667,6,2,1,3,1,0,1,2,0.375,5,6,0.81597435,None of the things that are cats are aquatic animals. All tigers are things that are cats. It follows logically that some tigers are not aquatic animals.
0,0,29,1,4.666666666666667,5,1,1,3,0,0,0,0,0.0,5,7,0.6774697,"Every single thing that is a dog is a mammal. Anything that is a cat is a mammal. From this, it can be stated that some cats are dogs."
0,1,30,0,5.0,6,3,1,3,1,0,0,1,0.15384615384615385,10,5,0.82930845,There exist some individuals who are artists that are not painters. Every single person who is an artist is a creative person. It follows that some creative people are painters.
1,0,27,0,4.0,4,1,3,3,1,0,1,2,0.2857142857142857,6,3,0.66436094,It is not true that any mammal is a fish. There are a few fish that are also humans. There are some humans that are not mammals.
0,1,29,0,5.0,6,1,1,1,0,0,0,0,0.16666666666666666,9,5,0.72686845,Everything that is a living organism is a thing that consumes energy. Any and all plants are things that consume energy. This means that all plants are living organisms.
0,0,27,1,4.333333333333333,5,3,3,3,0,0,1,1,0.2222222222222222,7,4,0.80968654,"It is true that some Europeans are people. Among the items that are Germans, some are people. The only conclusion is that some Germans are not Europeans."
1,0,23,1,4.333333333333333,5,1,1,3,0,0,0,0,0.2,3,3,0.6327835,"Everything that is a cloud is also a reptile. Everything that is a cloud is also a fish. Hence, some fish are reptiles."
0,0,26,1,4.666666666666667,6,1,3,2,0,0,1,1,0.1111111111111111,7,3,0.7481557,"Any item that is a tree is a plant. It is the case that a portion of pines are plants. Therefore, not all pines are trees."
1,1,20,0,4.333333333333333,5,2,1,3,1,0,1,2,0.5,4,2,0.6844216,Nothing that is a fruit is broccoli. All items of broccoli are vegetables. A subset of vegetables is not fruit.
1,1,23,0,3.6666666666666665,4,3,1,3,1,0,1,2,0.25,5,5,0.8992702,There are some buildings that are not skyscrapers. All buildings are considered structures. It is therefore true that some structures are not skyscrapers.
1,1,25,0,3.6666666666666665,4,2,2,3,1,0,1,2,0.15384615384615385,8,7,0.81007135,Not one single nonfiction book is a fictional work. All novels are fictional works. It follows from this that some novels are not nonfiction books.
0,1,27,2,4.333333333333333,5,3,1,3,0,0,0,0,0.3333333333333333,9,7,0.7181618,"Some fast food restaurants have a drive-thru. There are coffee shops which are also fast food restaurants. It follows, then, that some coffee shops have a drive-thru."
1,0,26,0,4.0,5,1,1,3,0,0,0,0,0.1,5,6,0.73458797,Every single vegetable is a planet. Anything that is a planet is a musical instrument. It is a logical necessity that some musical instruments are vegetables.
1,0,25,1,4.333333333333333,5,1,2,2,0,1,1,2,0.2857142857142857,6,3,0.81242454,"Every mammal is a thing that is an animal. There is not a single dog that is an animal. Consequently, no dog is a mammal."
0,0,24,0,4.333333333333333,6,2,1,3,1,0,0,1,0.25,8,2,0.69110465,The category of moons and the category of celestial bodies do not overlap. All celestial bodies are planets. A subset of planets are moons.
1,1,28,1,4.666666666666667,5,2,3,3,1,0,1,2,0.15384615384615385,10,5,0.80336976,"There are no rocks that can be classified as plants. Some granite is included in the category of rocks. Consequently, it follows that some granite is not plants."
1,0,27,1,4.666666666666667,5,1,3,3,0,0,0,0,0.15384615384615385,10,5,0.72324705,"Every single creature that is a pig is capable of flight. There are some farm animals which are pigs. Therefore, a portion of farm animals can fly."
0,0,16,0,3.3333333333333335,4,2,3,3,1,0,0,1,0.4,3,4,0.6342129,No liquids are cats. Some dogs are liquids. It is concluded that some dogs are cats.
0,0,21,0,4.333333333333333,5,2,1,1,1,0,0,1,0.0,4,4,0.7749846,Not one cat is a pet. Everything that is a cat is a mammal. It follows that all pets are mammals.
1,1,25,0,4.0,5,2,1,2,1,0,1,2,0.07692307692307693,12,2,0.6783559,The set of artists contains no people who conduct systematic research. Every single scientist is a person who conducts systematic research. Artists are not scientists.
0,0,21,0,4.0,5,1,2,2,0,1,1,2,0.125,5,4,0.7750828,It is the case that all dogs are mammals. No cats are dogs. It follows that no cat is a mammal.
0,1,24,0,4.333333333333333,5,2,3,2,1,0,1,2,0.2222222222222222,6,5,0.8189909,There are no birds that are fish. It is the case that some parrots are birds. We can conclude that no parrots are fish.
0,0,28,0,5.0,6,2,1,3,1,0,0,1,0.2,10,2,0.682968,The class of insects and the class of creatures with eight legs do not overlap. All creatures with eight legs are spiders. A subset of insects are spiders.
0,0,22,1,4.0,5,1,2,2,0,1,1,2,0.25,6,4,0.7061501,"Every single cloud is a vehicle. There are no clouds that are buses. Therefore, there is no bus that is a vehicle."
1,1,24,1,4.0,5,2,1,3,0,0,0,0,0.1,4,7,0.77282643,"Anything that is a novel is a book. All books are publications. From these facts, it is clear that a few publications are novels."
0,1,25,0,4.0,4,2,2,2,1,1,1,3,0.2222222222222222,7,4,0.7510595,There are no reptiles that are humans. It is also true that no ant is a reptile. It follows that no ant is a human.
0,1,23,0,4.0,4,3,2,3,0,1,0,1,0.25,4,6,0.6406343,There are some animals that are mammals. There are no mammals that are birds. It follows from this that some birds are animals.
1,0,23,0,4.666666666666667,5,2,1,3,1,0,1,2,0.1111111111111111,6,4,0.8502982,Liquids are in no way substances. Anything that is a liquid is a fluid. It's the case that some fluids are not substances.
0,1,22,0,3.6666666666666665,4,1,2,2,0,1,1,2,0.375,6,5,0.77317846,Every single piece of gold is a precious substance. No plastic is gold. It follows that no plastic is a precious substance.
1,1,27,0,4.333333333333333,5,2,2,2,0,1,1,2,0.375,5,6,0.81725055,Every novel is a work of fiction. No work of fiction is a news article. It is thus the case that no news article is a novel.
0,0,38,0,5.666666666666667,7,1,2,2,0,1,1,2,0.26666666666666666,9,10,0.78115094,It is true that everything which is a bird is a winged creature. There are no insects which are birds. A conclusion that can be drawn from this is that there are no insects which are winged creatures.
1,0,29,0,5.333333333333333,6,1,3,3,0,1,1,2,0.1,6,5,0.71041447,Anything that is a tree is a musical instrument. There are some oaks that are not musical instruments. This leads to the conclusion that some oaks are not trees.
0,1,23,0,4.333333333333333,5,1,2,2,0,1,1,2,0.5,6,3,0.80496055,Anything that is a car has an engine. It is the case that no bicycle is a car. No bicycle has an engine.
0,1,29,0,5.0,6,1,1,1,1,0,0,1,0.6666666666666666,8,7,0.86459625,It is not true that any insect is a creature with eight legs. Every insect is a spider. It follows that every spider is a creature with eight legs.
1,0,25,0,4.333333333333333,6,3,1,3,0,0,0,0,0.15384615384615385,7,8,0.7304277,A few shoes are fruits. Every single fruit grows on a plant. It can be deduced that some things that grow on plants are shoes.
1,0,26,1,4.333333333333333,5,2,3,2,1,0,1,2,0.1,8,3,0.72329867,"Absolutely nothing that is an aquatic animal is a feline. It is the case that some cats are aquatic animals. Thus, not all cats are felines."
1,1,27,1,5.0,6,2,1,3,1,0,1,2,0.3,7,6,0.71288323,"There are no things which are animals that are plants. Everything that is a tree is a plant. Consequently, there exist some trees which are not animals."
1,1,31,1,4.666666666666667,5,2,1,3,1,0,1,2,0.06666666666666667,10,6,0.70577824,"Not one single doctor is a person who performs on stage. Every single musician is considered a person who performs on stage. Consequently, there exist some musicians who are not doctors."
1,0,22,0,4.333333333333333,5,2,1,3,1,0,1,2,0.125,6,3,0.6914965,Fathers are in no way humans. Anything that is a father is a mother. There are some mothers that are not humans.
1,0,21,0,4.0,5,1,1,3,0,0,0,0,0.125,5,4,0.592432,Everything that is a car is a sentient cloud. All sentient clouds are plants. This means that some plants are cars.
0,0,15,1,3.0,3,1,1,1,0,0,0,0,0.14285714285714285,4,4,0.70889074,"All sedans are cars. Every sedan is a vehicle. Therefore, all vehicles must be cars."
1,0,24,0,4.0,4,2,3,1,1,0,1,2,0.25,6,4,0.7614466,There are no flying creatures which are birds. A certain number of sparrows are flying creatures. It follows that not all sparrows are birds.
1,1,29,1,4.666666666666667,6,2,1,3,1,0,1,2,0.18181818181818182,7,6,0.75276804,"No fish are creatures with fur. All of the animals that are considered mammals are creatures with fur. Consequently, it can be said that some mammals are not fish."
1,0,31,0,4.666666666666667,5,2,3,3,1,0,1,2,0.2222222222222222,6,5,0.79978704,Nothing that is a vehicle is a mode of transportation. A certain number of cars are composed of vehicles. It follows that a portion of cars are not modes of transportation.
0,0,26,0,4.0,5,1,1,3,0,0,0,0,0.125,6,3,0.63678837,It's the case that all furniture is made of wood. Anything that is a chair is also made of wood. Some chairs fail to be furniture.
0,0,17,1,3.0,3,1,1,1,0,0,0,0,0.2857142857142857,5,4,0.78983796,"Every single dog is a mammal. All mammals are birds. Consequently, every single bird is a dog."
1,0,20,0,4.0,5,1,1,3,0,0,0,0,0.16666666666666666,4,3,0.73925775,Anything that is a stone is soft. Every single diamond is a stone. A certain quantity of diamonds is soft.
0,1,27,0,4.666666666666667,5,2,2,2,1,1,1,3,0.375,5,6,0.7922728,There is no fish that is a mammal. There are no dogs that are mammals. It can be deduced that there are no dogs that are fish.
1,0,26,0,5.333333333333333,7,2,1,3,1,0,1,2,0.25,7,3,0.68815535,There are no polygons that are shapes with three sides. All triangles are shapes with three sides. The implication is that some triangles are not polygons.
0,0,21,0,3.6666666666666665,4,1,3,2,0,0,1,1,0.2222222222222222,7,4,0.652112,Every single liquid is a fluid. There are some water bodies which are liquid. Water is in no way a fluid.
0,1,28,0,4.666666666666667,5,3,3,2,0,1,1,2,0.2222222222222222,6,5,0.797509,There are some animals that are birds. It is a fact that some animals are not fish. It must be the case that no fish is a bird.
1,0,22,0,4.333333333333333,5,1,1,3,0,0,0,0,0.07692307692307693,9,5,0.8060168,Every single dog is capable of photosynthesis. There exist dogs which are poodles. This implies that a portion of poodles can photosynthesize.
0,1,29,1,4.333333333333333,5,2,2,3,1,1,0,2,0.08333333333333333,7,6,0.6943149,"There are no shirts that are also pants. It is true that no jacket is a pair of pants. Therefore, we can conclude that a few jackets are shirts."
0,0,26,0,5.0,7,2,3,3,1,0,0,1,0.25,6,4,0.6143545,There are no mythical creatures who are people. A few mythical creatures are aliens. It is the case that a portion of all aliens are people.
0,1,20,1,3.3333333333333335,4,1,1,3,0,0,1,1,0.125,4,5,0.69703954,"Every dog is a mammal. All cats are also mammals. Therefore, it must be that some cats are not dogs."
1,0,23,1,3.6666666666666665,5,1,2,2,0,1,1,2,0.3333333333333333,5,3,0.6909217,"Anything that is water is also an H2O molecule. There is no ice that is an H2O molecule. Therefore, ice cannot be water."
0,1,23,1,3.6666666666666665,4,3,1,1,0,0,0,0,0.2,6,6,0.8018355,"There are some smart people that are physicists. Every physicist is a scientist. As a result, every single scientist is a smart person."
0,0,22,0,4.0,5,1,1,1,0,0,0,0,0.2857142857142857,4,5,0.758633,Every single vegetable is green. Anything that is a leaf is green. It is necessarily concluded that every leaf is a vegetable.
1,0,25,0,4.333333333333333,5,2,1,2,1,0,1,2,0.2,6,6,0.83689123,There are no objects that are furniture. Each and every table is an object. It follows that no table can be an item of furniture.
0,1,24,0,4.333333333333333,5,2,3,2,1,0,1,2,0.2222222222222222,7,4,0.8032116,There are no animals that are both carnivores and herbivores. A certain number of wolves are carnivores. It follows that no wolves are herbivores.
1,0,21,1,4.0,4,1,3,3,0,0,0,0,0.3333333333333333,8,4,0.69060457,"Every single nurse is someone who can fly. A few nurses are doctors. Therefore, a certain number of doctors can fly."
0,0,26,0,4.0,4,2,1,1,1,0,0,1,0.18181818181818182,7,6,0.7998692,There are no stars that are planets. Each and every star is a celestial body. It is therefore true that every celestial body is a planet.
1,0,34,1,4.666666666666667,5,1,1,3,0,0,0,0,0.07692307692307693,6,8,0.53980654,"Anything that is a planet is secretly a robot. Every single thing that is secretly a robot is a living thing. From these facts, it is clear that a few living things are planets."
0,1,23,1,4.0,5,2,2,3,1,1,1,3,0.125,6,3,0.8199491,"There are no vegetables that are fruit. It is the case that no fruit is a potato. Therefore, some potatoes are not vegetables."
0,0,31,1,4.666666666666667,5,2,3,1,1,0,1,2,0.2,6,6,0.7875383,"It is not the case that animals are non-birds. Of the items that are hummingbirds, some are non-birds. It must be the case that every single hummingbird is not an animal."
1,0,25,0,4.333333333333333,5,2,1,3,1,0,1,2,0.2,7,5,0.8398613,Stars are in no way celestial bodies. Anything that is a star is a planet. It's the case that some planets are not celestial bodies.
0,1,22,0,3.6666666666666665,4,1,1,2,0,0,1,1,0.18181818181818182,8,5,0.75369763,There exist mammals who are cats. Every single dog is a mammal. It follows that not a single dog is a cat.
1,1,23,0,3.6666666666666665,4,1,3,3,0,1,1,2,0.1,7,4,0.83053166,Every single grape is a fruit. There exist some carrots that are not fruits. It must be that some carrots are not grapes.
0,0,20,1,3.6666666666666665,5,1,1,1,0,0,0,0,0.1111111111111111,6,4,0.7435423,"Every person who is a child is a mortal. All mortals are humans. Consequently, every single human is a child."
1,1,23,0,4.333333333333333,5,1,3,3,0,0,0,0,0.09090909090909091,8,4,0.7592292,Anything which is a doctor is also a person. There exist some surgeons who are doctors. This means that some people are surgeons.
1,0,20,0,3.6666666666666665,5,1,2,3,0,1,1,2,0.1111111111111111,8,2,0.71767277,Every single polygon is a square. No triangles are included in the category of squares. Some triangles are not polygons.
0,1,20,0,4.0,4,2,2,2,1,1,1,3,0.375,7,4,0.790599,Dogs are in no way cats. There are no cats which are fish. There exist no dogs that are fish.
0,1,28,1,4.333333333333333,5,1,1,3,0,0,0,0,0.09090909090909091,5,7,0.72420555,"It is true that every dog is a mammal. Anything that is a dog is an animal. From this, it can be claimed that some animals are mammals."
1,0,29,0,4.0,4,3,3,3,0,1,1,2,0.2727272727272727,9,5,0.67975837,It is true that every single number is a concept. There are some prime numbers which are not concepts. It must follow that some prime numbers are not numbers.
0,1,26,0,4.666666666666667,5,1,1,2,0,0,1,1,0.2222222222222222,7,4,0.7247549,Any animal that is a cat is a mammal. There isn't a single fish that is a cat. This means that no fish is a mammal.
1,1,24,0,4.0,5,1,2,1,0,1,0,1,0.2857142857142857,4,5,0.72698593,Any animal that is a lion is a carnivore. No gazelle is a carnivore. It is impossible for a gazelle to be a lion.
1,0,25,2,4.0,4,1,3,3,0,0,0,0,0.2727272727272727,8,6,0.8614688,"Every bird in existence is made of glass. There are some robins that are birds. It follows, then, that some robins are made of glass."
0,1,28,1,4.333333333333333,5,2,2,3,1,1,0,2,0.3333333333333333,6,6,0.7140423,"It is the case that no cats are dogs. It is also true that no birds are cats. Thus, it can be concluded that some birds are dogs."
1,1,33,0,4.666666666666667,5,1,2,3,1,0,1,2,0.07142857142857142,8,7,0.802866,It is not the case that every novel is a short story. Every single thing that is a novel is a book. One can therefore conclude that some books are not short stories.
0,0,31,1,4.666666666666667,5,1,1,1,0,0,0,0,0.16666666666666666,8,6,0.79341626,"Every single thing which is a fish is a creature. It is also the case that every single cat is a creature. From this, it follows that all cats are fish."
1,1,25,1,4.0,5,2,1,3,1,0,1,2,0.1,8,3,0.8940599,"It is the case that no cars are bicycles. Every single thing that is a Ferrari is a car. Therefore, some Ferraris are not bicycles."
0,1,31,1,4.0,4,1,3,3,0,0,0,0,0.16666666666666666,8,6,0.6773589,"It is the case that every teacher is a college graduate. Some professionals are also known to be college graduates. Thus, it can be concluded that some professionals are also teachers."
1,1,22,1,3.6666666666666665,4,1,3,3,0,0,0,0,0.1,8,3,0.629143,"Every sparrow is a type of animal. Some sparrows can be described as birds. Therefore, a certain number of birds are animals."
1,0,37,2,5.666666666666667,7,2,3,3,1,0,1,2,0.1111111111111111,10,10,0.6990626,"Not a single person who is a parent is a human. Among the group of people who are parents, some are mothers. From this, we can logically conclude that there are some mothers who are not humans."
1,1,28,1,4.0,5,1,3,3,1,0,1,2,0.2,8,4,0.7901641,"It is not true that any dog is a cat. A certain number of golden retrievers are found to be dogs. Thus, some golden retrievers are not cats."
1,0,24,1,4.0,5,3,2,3,0,1,1,2,0.18181818181818182,8,5,0.679546,"Every single mortal is a number. There are no numbers that can be described as humans. Based on this, some humans are not mortal."
0,0,21,1,3.6666666666666665,4,2,2,3,1,1,1,3,0.25,7,3,0.8459376,"It is true that no birds are mammals. There are no bats which are birds. Consequently, some bats are not mammals."
1,0,28,0,4.666666666666667,5,1,2,2,0,1,1,2,0.2222222222222222,6,5,0.74179775,Any creature that is an animal is a bird. There is not a single bird that is a reptile. This logically means that no reptile is an animal.
1,1,25,0,4.0,5,1,2,3,0,1,1,2,0.2727272727272727,8,6,0.812124,Every single tree is a plant. There exist no stones which are also plants. There is at least one stone which is not a tree.
0,1,18,0,3.6666666666666665,4,2,1,3,1,0,0,1,0.3333333333333333,4,4,0.82655805,There are no vegetables that are fruits. All apples are fruits. This is why some apples are vegetables.
0,0,22,0,4.333333333333333,5,2,2,1,1,1,0,2,0.0,4,2,0.7693936,There are no sofas that are furniture. There are no chairs that are furniture. Anything that is a chair is a sofa.
0,0,24,0,4.666666666666667,6,3,3,3,0,0,0,0,0.25,5,5,0.78462696,There are some elephants which are mammals. There are some fish which are mammals. This leads to the conclusion that some fish are elephants.
0,1,20,1,3.6666666666666665,5,1,1,1,0,0,0,0,0.1111111111111111,6,4,0.8490396,"Every person who is a primate is a mammal. All humans are mammals. Consequently, every single human is a primate."
0,0,23,0,3.6666666666666665,4,2,1,3,1,0,0,1,0.1,9,2,0.64506465,Not a single square is a circle. The entire set of circles is made up of triangles. A portion of triangles are squares.
1,0,28,0,4.666666666666667,5,1,1,2,0,0,1,1,0.3,8,5,0.7086785,Any item that is a phone is a plant. There isn't a single plant that is an electronic device. This proves that no electronic device is a phone.
0,1,30,1,4.666666666666667,6,1,2,2,0,1,1,2,0.2222222222222222,6,5,0.6363274,"It is true that everything that is an elephant is a mammal. It is also true that no fish are elephants. Thus, it is concluded that no fish are mammals."
0,0,23,0,4.0,4,2,3,1,1,1,0,2,0.375,7,4,0.766867,It is true that no liquids are solids. There are some gases which are not solids. It follows that all gases are liquids.
0,0,20,0,4.0,4,1,1,1,0,0,0,0,0.25,5,5,0.8152523,Any and all reptiles are lizards. There are reptiles that are mammals. It must follow that all mammals are lizards.
0,1,29,1,5.333333333333333,7,1,2,2,0,1,1,2,0.25,6,4,0.70317703,"Anything that is a plane is a vehicle. There is nothing that is an item of furniture which is a plane. Consequently, no piece of furniture is a vehicle."
0,1,20,1,3.3333333333333335,4,1,1,3,0,0,1,1,0.1111111111111111,7,3,0.7568002,"It is true that any dog is an animal. All pets are animals too. Therefore, some pets are not dogs."
0,1,25,0,4.666666666666667,6,2,3,3,1,1,0,2,0.2222222222222222,6,5,0.7027906,There exist no dogs which are cats. There are some pets which are not dogs. This leads to the conclusion that some pets are cats.
1,0,32,0,5.0,5,2,1,3,1,0,1,2,0.0,7,4,0.5851902,Nothing that is a vehicle is an object with wheels. Every single item that is a car is an object with wheels. This proves that a number of cars are not vehicles.
0,1,29,0,4.666666666666667,5,2,2,2,1,1,1,3,0.1,6,5,0.78907466,A creature that is a reptile is never a mammal. There are no snakes that are reptiles. It is necessarily the case that a snake is never a mammal.
0,0,28,0,4.666666666666667,5,2,3,1,1,0,1,2,0.1,5,6,0.7413622,Nothing that is a square is a circle. There are some shapes that are circles. It must be the case that every single shape is not a square.
1,1,26,0,4.666666666666667,6,2,1,3,1,0,1,2,0.4444444444444444,6,7,0.86151755,No cities are countries. All things that are a city named London are cities. It is necessarily true that some cities named London are not countries.
1,1,24,0,4.0,5,1,3,3,0,0,0,0,0.1,7,4,0.6442576,Any golden retriever is a mammal. It is the case that some golden retrievers are dogs. This means that a few dogs are mammals.
1,1,24,0,4.333333333333333,6,1,2,2,0,1,1,2,0.1,6,5,0.7666985,Every single insect is an arthropod. None of the creatures that are arthropods are vertebrates. It follows directly that no vertebrate is an insect.
1,0,31,2,4.666666666666667,5,2,3,3,1,0,1,2,0.14285714285714285,8,8,0.6710744,"There are no creatures that are both humans and organisms. Among the creatures that are babies, some are organisms. From this, we can logically derive that some babies are not humans."
0,0,21,1,4.0,5,1,3,3,0,0,1,1,0.16666666666666666,4,3,0.76563025,"Anything that is a reptile is also an animal. A portion of animals are lizards. Therefore, some lizards are not reptiles."
1,0,25,0,4.666666666666667,5,2,1,3,2,0,0,2,0.125,5,4,0.79317176,There are no vegetables that are not poisonous. Anything that is a carrot is a vegetable. It follows that a number of carrots are poisonous.
